order_id;date;item_name;item_type;item_price;quantity;transaction_amount;transaction_type;received_by;time_of_sale;day_of_week;mes_ano;month_year
519;25/11/22;cold coffee;Beverages;40;10;400;Cash;Mr.;Morning;Friday;2022-11;2022-11
520;3/4/22;panipuri;Fastfood;20;11;220;Online;Mrs.;Night;Sunday;2022-04;2022-04
521;27/1/23;panipuri;Fastfood;20;14;280;Online;Mr.;Morning;Friday;2023-01;2023-01
522;29/12/22;panipuri;Fastfood;20;13;260;Cash;Mrs.;Midnight;Thursday;2022-12;2022-12
523;3/11/22;frankie;Fastfood;50;6;300;Cash;Mr.;Afternoon;Thursday;2022-11;2022-11
524;1/5/22;aalopuri;Fastfood;20;13;260;Online;Mr.;Afternoon;Sunday;2022-05;2022-05
525;4/5/22;vadapav;Fastfood;20;3;60;Cash;Mr.;Midnight;Wednesday;2022-05;2022-05
526;4/7/22;sandwich;Fastfood;60;10;600;Cash;Mrs.;Evening;Monday;2022-07;2022-07
527;6/1/23;sugarcane juice;Beverages;25;6;150;Cash;Mrs.;Afternoon;Friday;2023-01;2023-01
528;1/7/22;sugarcane juice;Beverages;25;7;175;Cash;Mrs.;Midnight;Friday;2022-07;2022-07
529;15/5/22;aalopuri;Fastfood;20;12;240;Online;Mrs.;Afternoon;Sunday;2022-05;2022-05
530;27/7/22;panipuri;Fastfood;20;6;120;Cash;Mrs.;Night;Wednesday;2022-07;2022-07
531;4/10/22;cold coffee;Beverages;40;10;400;Cash;Mr.;Night;Tuesday;2022-10;2022-10
532;27/3/23;panipuri;Fastfood;20;13;260;Online;Mrs.;Midnight;Monday;2023-03;2023-03
533;5/2/23;frankie;Fastfood;50;2;100;Cash;Mrs.;Night;Sunday;2023-02;2023-02
534;16/5/22;vadapav;Fastfood;20;2;40;Online;Mrs.;Night;Monday;2022-05;2022-05
535;5/9/22;sandwich;Fastfood;60;4;240;Online;Mr.;Midnight;Monday;2022-09;2022-09
536;1/3/23;sugarcane juice;Beverages;25;7;175;Cash;Mrs.;Evening;Wednesday;2023-03;2023-03
537;25/1/23;panipuri;Fastfood;20;3;60;Cash;Mr.;Evening;Wednesday;2023-01;2023-01
538;5/6/22;panipuri;Fastfood;20;7;140;Online;Mr.;Morning;Sunday;2022-06;2022-06
539;7/9/22;panipuri;Fastfood;20;3;60;Online;Mr.;Evening;Wednesday;2022-09;2022-09
540;27/5/22;vadapav;Fastfood;20;13;260;Cash;Mr.;Afternoon;Friday;2022-05;2022-05
541;30/7/22;panipuri;Fastfood;20;12;240;Cash;Mr.;Night;Saturday;2022-07;2022-07
542;4/8/22;sugarcane juice;Beverages;25;9;225;Cash;Mr.;Evening;Thursday;2022-08;2022-08
543;10/4/22;aalopuri;Fastfood;20;15;300;Cash;Mrs.;Evening;Sunday;2022-04;2022-04
544;14/12/22;sandwich;Fastfood;60;15;900;Online;Mrs.;Morning;Wednesday;2022-12;2022-12
545;1/1/23;sandwich;Fastfood;60;13;780;Online;Mrs.;Midnight;Sunday;2023-01;2023-01
546;9/7/22;aalopuri;Fastfood;20;1;20;Cash;Mrs.;Midnight;Saturday;2022-07;2022-07
547;14/5/22;cold coffee;Beverages;40;10;400;Online;Mr.;Morning;Saturday;2022-05;2022-05
548;29/3/23;cold coffee;Beverages;40;14;560;Cash;Mr.;Afternoon;Wednesday;2023-03;2023-03
549;15/4/22;sugarcane juice;Beverages;25;3;75;Online;Mr.;Afternoon;Friday;2022-04;2022-04
550;15/11/22;cold coffee;Beverages;40;15;600;Online;Mr.;Afternoon;Tuesday;2022-11;2022-11
551;30/7/22;sugarcane juice;Beverages;25;7;175;Cash;Mr.;Evening;Saturday;2022-07;2022-07
552;12/9/22;sugarcane juice;Beverages;25;15;375;Cash;Mrs.;Midnight;Monday;2022-09;2022-09
553;11/11/22;panipuri;Fastfood;20;14;280;Cash;Mr.;Evening;Friday;2022-11;2022-11
554;9/3/23;panipuri;Fastfood;20;4;80;Cash;Mrs.;Afternoon;Thursday;2023-03;2023-03
555;16/4/22;sandwich;Fastfood;60;6;360;Cash;Mrs.;Evening;Saturday;2022-04;2022-04
556;27/2/23;vadapav;Fastfood;20;9;180;Cash;Mrs.;Night;Monday;2023-02;2023-02
557;30/6/22;sandwich;Fastfood;60;2;120;Cash;Mrs.;Evening;Thursday;2022-06;2022-06
558;1/10/22;panipuri;Fastfood;20;5;100;Online;Mr.;Morning;Saturday;2022-10;2022-10
559;31/8/22;cold coffee;Beverages;40;5;200;Online;Mrs.;Night;Wednesday;2022-08;2022-08
560;10/12/22;sugarcane juice;Beverages;25;1;25;Cash;Mr.;Evening;Saturday;2022-12;2022-12
561;13/6/22;panipuri;Fastfood;20;1;20;Cash;Mrs.;Midnight;Monday;2022-06;2022-06
562;9/8/22;frankie;Fastfood;50;4;200;Cash;Mr.;Afternoon;Tuesday;2022-08;2022-08
563;13/10/22;frankie;Fastfood;50;7;350;Online;Mrs.;Evening;Thursday;2022-10;2022-10
564;27/9/22;cold coffee;Beverages;40;2;80;Cash;Mr.;Morning;Tuesday;2022-09;2022-09
565;27/9/22;panipuri;Fastfood;20;15;300;Cash;Mr.;Evening;Tuesday;2022-09;2022-09
566;19/7/22;frankie;Fastfood;50;3;150;Cash;Mr.;Evening;Tuesday;2022-07;2022-07
567;16/10/22;cold coffee;Beverages;40;7;280;Online;Mrs.;Afternoon;Sunday;2022-10;2022-10
568;29/12/22;panipuri;Fastfood;20;12;240;Online;Mrs.;Afternoon;Thursday;2022-12;2022-12
569;2/1/23;cold coffee;Beverages;40;15;600;Online;Mrs.;Midnight;Monday;2023-01;2023-01
570;15/9/22;sugarcane juice;Beverages;25;4;100;Cash;Mr.;Morning;Thursday;2022-09;2022-09
571;28/11/22;sugarcane juice;Beverages;25;1;25;Cash;Mrs.;Evening;Monday;2022-11;2022-11
572;2/4/22;sandwich;Fastfood;60;15;900;Cash;Mr.;Afternoon;Saturday;2022-04;2022-04
573;7/9/22;frankie;Fastfood;50;2;100;Cash;Mr.;Afternoon;Wednesday;2022-09;2022-09
574;22/10/22;aalopuri;Fastfood;20;1;20;Cash;Mrs.;Night;Saturday;2022-10;2022-10
575;24/12/22;vadapav;Fastfood;20;1;20;Online;Mrs.;Midnight;Saturday;2022-12;2022-12
576;23/3/23;panipuri;Fastfood;20;12;240;Cash;Mrs.;Afternoon;Thursday;2023-03;2023-03
577;6/9/22;cold coffee;Beverages;40;7;280;Cash;Mr.;Evening;Tuesday;2022-09;2022-09
578;30/6/22;frankie;Fastfood;50;5;250;Online;Mrs.;Night;Thursday;2022-06;2022-06
579;27/4/22;panipuri;Fastfood;20;2;40;Cash;Mr.;Evening;Wednesday;2022-04;2022-04
580;1/7/22;panipuri;Fastfood;20;10;200;Online;Mr.;Night;Friday;2022-07;2022-07
581;23/4/22;sugarcane juice;Beverages;25;13;325;Cash;Mr.;Afternoon;Saturday;2022-04;2022-04
582;12/5/22;aalopuri;Fastfood;20;13;260;Cash;Mr.;Morning;Thursday;2022-05;2022-05
583;31/5/22;frankie;Fastfood;50;8;400;Cash;Mr.;Night;Tuesday;2022-05;2022-05
584;4/12/22;cold coffee;Beverages;40;15;600;Cash;Mr.;Morning;Sunday;2022-12;2022-12
585;5/3/23;vadapav;Fastfood;20;11;220;Cash;Mrs.;Morning;Sunday;2023-03;2023-03
586;22/5/22;sandwich;Fastfood;60;15;900;Online;Mr.;Night;Sunday;2022-05;2022-05
587;9/4/22;aalopuri;Fastfood;20;10;200;Cash;Mrs.;Night;Saturday;2022-04;2022-04
588;16/6/22;frankie;Fastfood;50;11;550;Cash;Mrs.;Morning;Thursday;2022-06;2022-06
589;25/8/22;cold coffee;Beverages;40;5;200;Cash;Mr.;Night;Thursday;2022-08;2022-08
590;27/3/23;panipuri;Fastfood;20;15;300;Online;Mr.;Midnight;Monday;2023-03;2023-03
591;1/10/22;sandwich;Fastfood;60;13;780;Cash;Mrs.;Morning;Saturday;2022-10;2022-10
592;4/12/22;sugarcane juice;Beverages;25;7;175;Cash;Mr.;Morning;Sunday;2022-12;2022-12
593;16/2/23;sugarcane juice;Beverages;25;9;225;Cash;Mrs.;Evening;Thursday;2023-02;2023-02
594;20/1/23;frankie;Fastfood;50;6;300;Cash;Mrs.;Morning;Friday;2023-01;2023-01
595;22/2/23;frankie;Fastfood;50;9;450;Online;Mr.;Afternoon;Wednesday;2023-02;2023-02
596;26/4/22;cold coffee;Beverages;40;1;40;Online;Mrs.;Night;Tuesday;2022-04;2022-04
597;30/11/22;panipuri;Fastfood;20;10;200;Online;Mr.;Midnight;Wednesday;2022-11;2022-11
598;2/8/22;cold coffee;Beverages;40;8;320;Cash;Mrs.;Afternoon;Tuesday;2022-08;2022-08
599;3/10/22;frankie;Fastfood;50;13;650;Cash;Mr.;Morning;Monday;2022-10;2022-10
600;24/12/22;panipuri;Fastfood;20;6;120;Cash;Mrs.;Morning;Saturday;2022-12;2022-12
601;1/11/22;aalopuri;Fastfood;20;12;240;Online;Mr.;Morning;Tuesday;2022-11;2022-11
602;27/8/22;aalopuri;Fastfood;20;10;200;Cash;Mr.;Night;Saturday;2022-08;2022-08
603;31/8/22;vadapav;Fastfood;20;10;200;Cash;Mrs.;Afternoon;Wednesday;2022-08;2022-08
604;8/9/22;frankie;Fastfood;50;10;500;Cash;Mrs.;Night;Thursday;2022-09;2022-09
605;4/4/22;cold coffee;Beverages;40;15;600;Cash;Mrs.;Afternoon;Monday;2022-04;2022-04
606;9/4/22;cold coffee;Beverages;40;6;240;Cash;Mrs.;Night;Saturday;2022-04;2022-04
607;15/12/22;vadapav;Fastfood;20;9;180;Cash;Mrs.;Afternoon;Thursday;2022-12;2022-12
608;28/2/23;aalopuri;Fastfood;20;1;20;Online;Mr.;Midnight;Tuesday;2023-02;2023-02
609;7/2/23;aalopuri;Fastfood;20;14;280;Cash;Mr.;Midnight;Tuesday;2023-02;2023-02
610;8/5/22;frankie;Fastfood;50;13;650;Online;Mrs.;Evening;Sunday;2022-05;2022-05
611;25/6/22;aalopuri;Fastfood;20;2;40;Online;Mrs.;Morning;Saturday;2022-06;2022-06
612;6/2/23;aalopuri;Fastfood;20;3;60;Online;Mr.;Midnight;Monday;2023-02;2023-02
613;10/6/22;vadapav;Fastfood;20;5;100;Online;Mrs.;Night;Friday;2022-06;2022-06
614;19/12/22;vadapav;Fastfood;20;2;40;Online;Mr.;Morning;Monday;2022-12;2022-12
615;14/8/22;sandwich;Fastfood;60;14;840;Online;Mr.;Morning;Sunday;2022-08;2022-08
616;15/7/22;vadapav;Fastfood;20;6;120;Online;Mrs.;Midnight;Friday;2022-07;2022-07
617;28/6/22;sugarcane juice;Beverages;25;2;50;Cash;Mr.;Night;Tuesday;2022-06;2022-06
618;8/4/22;frankie;Fastfood;50;1;50;Online;Mr.;Evening;Friday;2022-04;2022-04
619;9/9/22;sugarcane juice;Beverages;25;4;100;Cash;Mrs.;Morning;Friday;2022-09;2022-09
620;14/9/22;panipuri;Fastfood;20;12;240;Online;Mrs.;Evening;Wednesday;2022-09;2022-09
621;13/2/23;aalopuri;Fastfood;20;2;40;Online;Mrs.;Evening;Monday;2023-02;2023-02
622;14/12/22;panipuri;Fastfood;20;13;260;Online;Mr.;Afternoon;Wednesday;2022-12;2022-12
623;2/4/22;cold coffee;Beverages;40;15;600;Cash;Mr.;Midnight;Saturday;2022-04;2022-04
624;8/3/23;sandwich;Fastfood;60;9;540;Cash;Mrs.;Morning;Wednesday;2023-03;2023-03
625;17/6/22;sandwich;Fastfood;60;15;900;Online;Mr.;Morning;Friday;2022-06;2022-06
626;1/2/23;cold coffee;Beverages;40;15;600;Cash;Mr.;Night;Wednesday;2023-02;2023-02
627;22/6/22;sugarcane juice;Beverages;25;15;375;Online;Mr.;Afternoon;Wednesday;2022-06;2022-06
628;2/5/22;cold coffee;Beverages;40;10;400;Cash;Mrs.;Night;Monday;2022-05;2022-05
629;20/1/23;sugarcane juice;Beverages;25;9;225;Cash;Mrs.;Evening;Friday;2023-01;2023-01
630;27/5/22;frankie;Fastfood;50;7;350;Online;Mrs.;Morning;Friday;2022-05;2022-05
631;1/7/22;cold coffee;Beverages;40;13;520;Cash;Mrs.;Evening;Friday;2022-07;2022-07
632;28/10/22;panipuri;Fastfood;20;9;180;Online;Mrs.;Night;Friday;2022-10;2022-10
633;24/5/22;cold coffee;Beverages;40;3;120;Online;Mr.;Evening;Tuesday;2022-05;2022-05
634;26/7/22;panipuri;Fastfood;20;13;260;Cash;Mr.;Afternoon;Tuesday;2022-07;2022-07
635;6/2/23;vadapav;Fastfood;20;15;300;Online;Mrs.;Night;Monday;2023-02;2023-02
636;26/4/22;cold coffee;Beverages;40;12;480;Online;Mr.;Morning;Tuesday;2022-04;2022-04
637;14/5/22;aalopuri;Fastfood;20;7;140;Cash;Mr.;Midnight;Saturday;2022-05;2022-05
638;20/8/22;cold coffee;Beverages;40;11;440;Online;Mrs.;Afternoon;Saturday;2022-08;2022-08
639;26/1/23;vadapav;Fastfood;20;14;280;Cash;Mrs.;Morning;Thursday;2023-01;2023-01
640;4/1/23;sandwich;Fastfood;60;15;900;Online;Mr.;Night;Wednesday;2023-01;2023-01
641;9/2/23;vadapav;Fastfood;20;15;300;Cash;Mr.;Afternoon;Thursday;2023-02;2023-02
642;9/5/22;cold coffee;Beverages;40;10;400;Online;Mrs.;Morning;Monday;2022-05;2022-05
643;20/10/22;sugarcane juice;Beverages;25;2;50;Cash;Mr.;Afternoon;Thursday;2022-10;2022-10
644;3/2/23;panipuri;Fastfood;20;5;100;Online;Mrs.;Evening;Friday;2023-02;2023-02
645;26/7/22;sandwich;Fastfood;60;9;540;Cash;Mrs.;Night;Tuesday;2022-07;2022-07
646;30/8/22;vadapav;Fastfood;20;14;280;Online;Mrs.;Afternoon;Tuesday;2022-08;2022-08
647;5/6/22;vadapav;Fastfood;20;3;60;Cash;Mr.;Afternoon;Sunday;2022-06;2022-06
648;27/5/22;sandwich;Fastfood;60;7;420;Cash;Mr.;Night;Friday;2022-05;2022-05
649;5/11/22;frankie;Fastfood;50;9;450;Cash;Mr.;Midnight;Saturday;2022-11;2022-11
650;7/4/22;sandwich;Fastfood;60;13;780;Online;Mrs.;Morning;Thursday;2022-04;2022-04
651;11/7/22;sandwich;Fastfood;60;10;600;Online;Mrs.;Midnight;Monday;2022-07;2022-07
652;21/5/22;cold coffee;Beverages;40;13;520;Online;Mrs.;Afternoon;Saturday;2022-05;2022-05
653;30/5/22;frankie;Fastfood;50;10;500;Online;Mrs.;Midnight;Monday;2022-05;2022-05
654;4/3/23;vadapav;Fastfood;20;9;180;Cash;Mrs.;Morning;Saturday;2023-03;2023-03
655;30/6/22;sugarcane juice;Beverages;25;12;300;Online;Mr.;Morning;Thursday;2022-06;2022-06
656;28/11/22;sandwich;Fastfood;60;6;360;Online;Mrs.;Midnight;Monday;2022-11;2022-11
657;10/1/23;cold coffee;Beverages;40;7;280;Cash;Mr.;Midnight;Tuesday;2023-01;2023-01
658;10/10/22;aalopuri;Fastfood;20;12;240;Cash;Mrs.;Afternoon;Monday;2022-10;2022-10
659;21/1/23;panipuri;Fastfood;20;2;40;Online;Mr.;Afternoon;Saturday;2023-01;2023-01
660;25/7/22;sandwich;Fastfood;60;9;540;Cash;Mrs.;Night;Monday;2022-07;2022-07
661;11/10/22;frankie;Fastfood;50;7;350;Online;Mrs.;Midnight;Tuesday;2022-10;2022-10
662;15/2/23;panipuri;Fastfood;20;3;60;Online;Mrs.;Afternoon;Wednesday;2023-02;2023-02
663;5/2/23;sugarcane juice;Beverages;25;1;25;Online;Mr.;Night;Sunday;2023-02;2023-02
664;31/10/22;frankie;Fastfood;50;10;500;Online;Mrs.;Morning;Monday;2022-10;2022-10
665;6/5/22;aalopuri;Fastfood;20;14;280;Online;Mrs.;Evening;Friday;2022-05;2022-05
666;25/1/23;panipuri;Fastfood;20;9;180;Cash;Mr.;Evening;Wednesday;2023-01;2023-01
667;28/9/22;vadapav;Fastfood;20;3;60;Cash;Mrs.;Evening;Wednesday;2022-09;2022-09
668;11/5/22;aalopuri;Fastfood;20;4;80;Online;Mr.;Morning;Wednesday;2022-05;2022-05
669;18/3/23;sandwich;Fastfood;60;11;660;Online;Mr.;Evening;Saturday;2023-03;2023-03
670;5/7/22;panipuri;Fastfood;20;15;300;Cash;Mr.;Night;Tuesday;2022-07;2022-07
671;9/10/22;sandwich;Fastfood;60;2;120;Online;Mr.;Afternoon;Sunday;2022-10;2022-10
672;24/11/22;cold coffee;Beverages;40;3;120;Cash;Mrs.;Evening;Thursday;2022-11;2022-11
673;17/9/22;sandwich;Fastfood;60;12;720;Cash;Mr.;Midnight;Saturday;2022-09;2022-09
674;17/7/22;sugarcane juice;Beverages;25;13;325;Online;Mr.;Morning;Sunday;2022-07;2022-07
675;17/4/22;sandwich;Fastfood;60;12;720;Cash;Mr.;Night;Sunday;2022-04;2022-04
676;4/5/22;frankie;Fastfood;50;7;350;Cash;Mrs.;Evening;Wednesday;2022-05;2022-05
677;19/5/22;cold coffee;Beverages;40;3;120;Online;Mrs.;Morning;Thursday;2022-05;2022-05
678;23/5/22;aalopuri;Fastfood;20;3;60;Online;Mr.;Evening;Monday;2022-05;2022-05
679;2/11/22;sandwich;Fastfood;60;12;720;Online;Mr.;Morning;Wednesday;2022-11;2022-11
680;20/4/22;cold coffee;Beverages;40;4;160;Cash;Mr.;Night;Wednesday;2022-04;2022-04
681;9/12/22;frankie;Fastfood;50;9;450;Online;Mrs.;Night;Friday;2022-12;2022-12
682;11/10/22;aalopuri;Fastfood;20;14;280;Online;Mr.;Midnight;Tuesday;2022-10;2022-10
683;12/8/22;frankie;Fastfood;50;15;750;Cash;Mr.;Midnight;Friday;2022-08;2022-08
684;18/9/22;vadapav;Fastfood;20;5;100;Cash;Mr.;Afternoon;Sunday;2022-09;2022-09
685;20/5/22;aalopuri;Fastfood;20;3;60;Cash;Mrs.;Afternoon;Friday;2022-05;2022-05
686;25/11/22;cold coffee;Beverages;40;5;200;Cash;Mr.;Afternoon;Friday;2022-11;2022-11
687;18/12/22;vadapav;Fastfood;20;10;200;Cash;Mrs.;Midnight;Sunday;2022-12;2022-12
688;14/5/22;frankie;Fastfood;50;5;250;Online;Mr.;Afternoon;Saturday;2022-05;2022-05
689;13/8/22;vadapav;Fastfood;20;6;120;Cash;Mrs.;Afternoon;Saturday;2022-08;2022-08
690;5/10/22;vadapav;Fastfood;20;9;180;Cash;Mrs.;Night;Wednesday;2022-10;2022-10
691;1/4/22;sandwich;Fastfood;60;7;420;Cash;Mrs.;Evening;Friday;2022-04;2022-04
692;13/1/23;frankie;Fastfood;50;14;700;Online;Mr.;Afternoon;Friday;2023-01;2023-01
693;29/11/22;sugarcane juice;Beverages;25;13;325;Online;Mrs.;Midnight;Tuesday;2022-11;2022-11
694;22/4/22;panipuri;Fastfood;20;14;280;Cash;Mr.;Midnight;Friday;2022-04;2022-04
695;24/8/22;panipuri;Fastfood;20;10;200;Online;Mrs.;Midnight;Wednesday;2022-08;2022-08
696;23/2/23;sugarcane juice;Beverages;25;3;75;Online;Mrs.;Evening;Thursday;2023-02;2023-02
697;5/5/22;sugarcane juice;Beverages;25;5;125;Cash;Mr.;Midnight;Thursday;2022-05;2022-05
698;26/11/22;panipuri;Fastfood;20;10;200;Online;Mr.;Night;Saturday;2022-11;2022-11
699;9/9/22;cold coffee;Beverages;40;1;40;Online;Mr.;Evening;Friday;2022-09;2022-09
700;15/11/22;frankie;Fastfood;50;6;300;Cash;Mrs.;Evening;Tuesday;2022-11;2022-11
701;19/7/22;sugarcane juice;Beverages;25;14;350;Online;Mrs.;Evening;Tuesday;2022-07;2022-07
702;25/3/23;cold coffee;Beverages;40;13;520;Cash;Mrs.;Afternoon;Saturday;2023-03;2023-03
703;1/11/22;panipuri;Fastfood;20;10;200;Online;Mrs.;Afternoon;Tuesday;2022-11;2022-11
704;14/8/22;sandwich;Fastfood;60;1;60;Online;Mrs.;Evening;Sunday;2022-08;2022-08
705;7/10/22;sandwich;Fastfood;60;6;360;Online;Mr.;Evening;Friday;2022-10;2022-10
706;5/2/23;frankie;Fastfood;50;8;400;Online;Mr.;Night;Sunday;2023-02;2023-02
707;16/12/22;panipuri;Fastfood;20;2;40;Online;Mr.;Night;Friday;2022-12;2022-12
708;15/3/23;sandwich;Fastfood;60;5;300;Cash;Mrs.;Midnight;Wednesday;2023-03;2023-03
709;22/2/23;cold coffee;Beverages;40;6;240;Cash;Mr.;Morning;Wednesday;2023-02;2023-02
710;15/3/23;sandwich;Fastfood;60;15;900;Online;Mr.;Night;Wednesday;2023-03;2023-03
711;30/10/22;aalopuri;Fastfood;20;3;60;Cash;Mr.;Afternoon;Sunday;2022-10;2022-10
712;17/12/22;vadapav;Fastfood;20;3;60;Online;Mrs.;Midnight;Saturday;2022-12;2022-12
713;2/12/22;sugarcane juice;Beverages;25;14;350;Online;Mrs.;Morning;Friday;2022-12;2022-12
714;14/12/22;sugarcane juice;Beverages;25;14;350;Cash;Mr.;Afternoon;Wednesday;2022-12;2022-12
715;12/4/22;sandwich;Fastfood;60;1;60;Online;Mr.;Morning;Tuesday;2022-04;2022-04
716;3/12/22;panipuri;Fastfood;20;9;180;Cash;Mrs.;Midnight;Saturday;2022-12;2022-12
717;11/10/22;sugarcane juice;Beverages;25;15;375;Online;Mrs.;Evening;Tuesday;2022-10;2022-10
718;28/12/22;aalopuri;Fastfood;20;2;40;Online;Mr.;Afternoon;Wednesday;2022-12;2022-12
719;9/5/22;vadapav;Fastfood;20;15;300;Cash;Mrs.;Midnight;Monday;2022-05;2022-05
720;10/5/22;frankie;Fastfood;50;14;700;Cash;Mrs.;Morning;Tuesday;2022-05;2022-05
721;13/8/22;panipuri;Fastfood;20;12;240;Cash;Mr.;Afternoon;Saturday;2022-08;2022-08
722;14/9/22;vadapav;Fastfood;20;15;300;Cash;Mr.;Midnight;Wednesday;2022-09;2022-09
723;16/2/23;cold coffee;Beverages;40;10;400;Online;Mr.;Evening;Thursday;2023-02;2023-02
724;27/6/22;frankie;Fastfood;50;10;500;Cash;Mrs.;Night;Monday;2022-06;2022-06
725;4/7/22;vadapav;Fastfood;20;6;120;Online;Mrs.;Afternoon;Monday;2022-07;2022-07
726;11/9/22;panipuri;Fastfood;20;1;20;Online;Mr.;Morning;Sunday;2022-09;2022-09
727;25/8/22;aalopuri;Fastfood;20;5;100;Cash;Mrs.;Midnight;Thursday;2022-08;2022-08
728;3/8/22;vadapav;Fastfood;20;1;20;Online;Mr.;Midnight;Wednesday;2022-08;2022-08
729;24/11/22;sandwich;Fastfood;60;7;420;Cash;Mr.;Night;Thursday;2022-11;2022-11
730;28/6/22;frankie;Fastfood;50;13;650;Cash;Mrs.;Afternoon;Tuesday;2022-06;2022-06
731;9/3/23;frankie;Fastfood;50;10;500;Cash;Mrs.;Afternoon;Thursday;2023-03;2023-03
732;13/6/22;panipuri;Fastfood;20;7;140;Cash;Mrs.;Midnight;Monday;2022-06;2022-06
733;3/2/23;frankie;Fastfood;50;10;500;Cash;Mr.;Evening;Friday;2023-02;2023-02
734;7/10/22;frankie;Fastfood;50;7;350;Cash;Mr.;Evening;Friday;2022-10;2022-10
735;10/8/22;panipuri;Fastfood;20;11;220;Cash;Mr.;Morning;Wednesday;2022-08;2022-08
736;25/9/22;panipuri;Fastfood;20;13;260;Online;Mr.;Afternoon;Sunday;2022-09;2022-09
737;20/9/22;frankie;Fastfood;50;13;650;Online;Mrs.;Night;Tuesday;2022-09;2022-09
738;1/3/23;sandwich;Fastfood;60;4;240;Online;Mrs.;Morning;Wednesday;2023-03;2023-03
739;6/6/22;aalopuri;Fastfood;20;11;220;Online;Mr.;Night;Monday;2022-06;2022-06
740;30/7/22;aalopuri;Fastfood;20;9;180;Cash;Mr.;Midnight;Saturday;2022-07;2022-07
741;16/7/22;aalopuri;Fastfood;20;5;100;Online;Mr.;Afternoon;Saturday;2022-07;2022-07
742;18/11/22;panipuri;Fastfood;20;14;280;Online;Mr.;Night;Friday;2022-11;2022-11
743;9/11/22;panipuri;Fastfood;20;1;20;Cash;Mr.;Morning;Wednesday;2022-11;2022-11
744;25/6/22;frankie;Fastfood;50;10;500;Cash;Mrs.;Morning;Saturday;2022-06;2022-06
745;11/9/22;aalopuri;Fastfood;20;2;40;Online;Mr.;Evening;Sunday;2022-09;2022-09
746;5/8/22;sugarcane juice;Beverages;25;5;125;Online;Mrs.;Midnight;Friday;2022-08;2022-08
747;14/1/23;cold coffee;Beverages;40;3;120;Cash;Mrs.;Midnight;Saturday;2023-01;2023-01
748;20/9/22;sandwich;Fastfood;60;14;840;Cash;Mrs.;Night;Tuesday;2022-09;2022-09
749;31/8/22;vadapav;Fastfood;20;11;220;Cash;Mr.;Morning;Wednesday;2022-08;2022-08
750;1/2/23;frankie;Fastfood;50;1;50;Online;Mr.;Evening;Wednesday;2023-02;2023-02
751;16/9/22;vadapav;Fastfood;20;2;40;Cash;Mr.;Afternoon;Friday;2022-09;2022-09
752;4/6/22;panipuri;Fastfood;20;2;40;Online;Mrs.;Morning;Saturday;2022-06;2022-06
753;26/6/22;sugarcane juice;Beverages;25;1;25;Cash;Mr.;Midnight;Sunday;2022-06;2022-06
754;29/12/22;sugarcane juice;Beverages;25;14;350;Cash;Mrs.;Evening;Thursday;2022-12;2022-12
755;2/1/23;aalopuri;Fastfood;20;12;240;Cash;Mrs.;Night;Monday;2023-01;2023-01
756;21/10/22;sugarcane juice;Beverages;25;10;250;Online;Mrs.;Morning;Friday;2022-10;2022-10
757;25/12/22;sugarcane juice;Beverages;25;11;275;Online;Mr.;Morning;Sunday;2022-12;2022-12
758;25/9/22;vadapav;Fastfood;20;3;60;Cash;Mrs.;Evening;Sunday;2022-09;2022-09
759;25/12/22;sugarcane juice;Beverages;25;13;325;Online;Mr.;Midnight;Sunday;2022-12;2022-12
760;14/11/22;sugarcane juice;Beverages;25;1;25;Online;Mrs.;Evening;Monday;2022-11;2022-11
761;12/11/22;sandwich;Fastfood;60;3;180;Cash;Mrs.;Midnight;Saturday;2022-11;2022-11
762;9/4/22;vadapav;Fastfood;20;12;240;Online;Mrs.;Midnight;Saturday;2022-04;2022-04
763;4/7/22;vadapav;Fastfood;20;14;280;Online;Mrs.;Night;Monday;2022-07;2022-07
764;14/2/23;sandwich;Fastfood;60;7;420;Cash;Mrs.;Night;Tuesday;2023-02;2023-02
765;15/6/22;sandwich;Fastfood;60;13;780;Cash;Mr.;Night;Wednesday;2022-06;2022-06
766;19/6/22;sandwich;Fastfood;60;10;600;Online;Mrs.;Morning;Sunday;2022-06;2022-06
767;26/2/23;frankie;Fastfood;50;8;400;Cash;Mrs.;Afternoon;Sunday;2023-02;2023-02
768;12/1/23;sandwich;Fastfood;60;14;840;Cash;Mr.;Afternoon;Thursday;2023-01;2023-01
769;7/6/22;frankie;Fastfood;50;8;400;Cash;Mr.;Morning;Tuesday;2022-06;2022-06
770;22/2/23;aalopuri;Fastfood;20;8;160;Cash;Mrs.;Morning;Wednesday;2023-02;2023-02
771;15/8/22;panipuri;Fastfood;20;5;100;Online;Mrs.;Midnight;Monday;2022-08;2022-08
772;20/3/23;cold coffee;Beverages;40;9;360;Cash;Mr.;Evening;Monday;2023-03;2023-03
773;14/8/22;cold coffee;Beverages;40;7;280;Online;Mr.;Afternoon;Sunday;2022-08;2022-08
774;15/3/23;vadapav;Fastfood;20;1;20;Online;Mrs.;Night;Wednesday;2023-03;2023-03
775;27/3/23;sandwich;Fastfood;60;6;360;Cash;Mr.;Night;Monday;2023-03;2023-03
776;7/2/23;frankie;Fastfood;50;10;500;Cash;Mr.;Midnight;Tuesday;2023-02;2023-02
777;23/10/22;panipuri;Fastfood;20;13;260;Cash;Mr.;Morning;Sunday;2022-10;2022-10
